# Connected direct-unary source evidence consolidated from all three predecessor owners.
# source_path	status	owner	evidence_artifact	note
pkg/store/copr/coprocessor.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-distsql/src/cop_paging/direct_unary_query_transport.rs	The checked coordinator constructs exact coprocessor.Request bytes and fully decodes region, lock, other, batch, or success responses before cache, paging, EMA, or in-flight mutation. Focused request, response, lazy dispatch, paging-continuation, ordering, close, and fail-closed tests execute in this slice. Sockets/gRPC, PD and live RegionCache, retry source patching, lock resolution, retry/backoff scheduling, cancellation, TLS, rate limiting, real TiKV/TiFlash, and async dispatch remain open.
pkg/store/copr/coprocessor_cache.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-distsql/src/copr_cache.rs	The bounded cache authority preserves key construction, disabling, admission, retained exact-key validation, Get and Set, response fields 7/8/9, hit restoration, miss insertion, and absent versus present-empty paging ranges; no live TiKV RPC invokes it, and Ristretto sampled-LFU, asynchronous visibility, aliasing, eviction metrics, and non-finite conversion parity remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/ema.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-distsql/src/read_bytes_ema.rs	EMA math and concurrency connect to classic and next-generation response-byte extraction plus successful-page observation; the coordinator and all CopPagingState continuations share one Arc<ReadBytesEma> rather than copying independent estimators. Non-finite and out-of-range Go float-to-uint64 conversion remains open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/key_ranges.go	COVERED	distsql-direct-unary-client-runtime	rust/crates/tidb-txnkv/src/key_ranges.rs	Complete first-middle-last representation, slicing, splitting, traversal, reset, formatting, safe protobuf conversion, and live retry/remain consumption execute without Go unsafe aliases. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/region_cache.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-distsql/src/region_task.rs	Checked region coverage and separate raw bucket topology drive exact requested-range intersection; the pre-transport coordinator rejects nil/outside-region bucket matches and out-of-order residual ranges before they can loop or reach transport. Live cache invalidation, PD refresh, retries/backoff, panic diagnostics/re-panic, and the broader RegionCache implementation remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/store.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-txnkv/src/client.rs	Exact TiKV/TiFlash/TiDB/TiFlashCompute endpoint discriminants and the disaggregated TiFlash mapping execute as pure request metadata. Store/client construction, atomic replica seed ownership, network error conversion at SendRequest, sockets/gRPC, live endpoints, and Close remain open. The KV-layer DirectUnaryClient owns the client-go-shaped address, immutable encoded request, timeout, raw response, and transport-error boundary without depending upward on DistSQL.
pkg/store/driver/backoff/backoff.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-txnkv/src/client.rs	BackoffMetadata retains maximum sleep and exposes exact per-type count, per-type observed sleep, and total observed sleep maps without inventing timing side effects. Context/variables, client-go Backoffer wrapping, error conversion, sleeping, retry limits, TxnLockFast caps, and scheduling remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/driver/options/options.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-txnkv/src/client.rs	All seven TiDB replica-read discriminants map exactly to client-go, including both closest modes becoming mixed and unknown values returning leader zero. No live replica selector, seed, store labels, retry fallback, or RegionCache is claimed. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/driver/tikv_driver.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-txnkv/src/client.rs	Driver defaults are cloned before exact replacement options, PD dial-option metadata preserves max receive size, keepalives, timeout, forwarding, and metrics labels, and SourceStmt trace injection is a nil no-op that preserves unrelated fields. Global hooks/config mutation, client delegation, path parsing, PD/TLS/keyspace setup, store cache/lifecycle, safe point, RPC client, latches side effects, and network behavior remain open. Trace injection and client metadata now feed the KV-owned injected unary capability; sockets, gRPC pools, PD, TLS, cancellation, and Close remain external.
pkg/distsql/distsql.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-distsql/src/cop_paging/direct_unary_query_transport.rs	An already-built immutable TransportRequest crosses a caller-injected QueryTransport and yields one pull-based raw QueryResponse owner rather than a pre-decoded iterator. QueryResultContext carries the final field layout and shared warning handler through both Select entry points without parallel argument drift; QuerySelectResult retains that state plus close ownership, Select and SelectWithRuntimeStats transfer the response exactly once into the existing lazy decoder, and Analyze and Checksum preserve ordered next_raw bytes without protobuf decoding. Result labels, store, paging, concurrency, plan IDs, restricted SQL type, ANALYZE request source, nil-response failure, first transport error, raw source error, and close ownership are structural. Concrete TiKV/TiFlash routing, protobuf RPC construction, retries, cancellation, caching, memory accounting, response-close error propagation, a non-nil subset returned together with an error, asynchronous production, and full runtime-stat formatting remain external. SelectWithRuntimeStats now returns a lazy QueryResponse backed by checked topology and an injected unary client; Select, Analyze, Checksum, TiFlash, and nil/live client discovery remain fail-closed or external.
pkg/distsql/select_result.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-distsql/src/query_runtime/query_response.rs	QuerySelectResult is the raw response and lifecycle owner: a raw pull removes exactly that subset, and consuming Select conversion transfers the remaining owner and feeds each remaining QueryResultSubset's data plus same-pull runtime metadata into the existing SelectResponseIter once. The decoder validates response errors and intermediate layout, preserves coded TiKV warnings, lazily decodes final then reverse-priority intermediate channels, materializes source-proven TypeDefault and TypeChunk scalar rows, and merges runtime data only from the subset that carried it. ResponseChannel is only a deterministic QueryResponse adapter; open pending, first source error, order, natural exhaustion, and idempotent explicit close stay distinct. Concrete blocking TiKV transport, response-close errors, simultaneous subset-plus-error stats, temporal/timezone Datum materialization, CHBlock, full cop runtime detail/telemetry, memory accounting, a production table reader, and sorted heap merging remain open. The lazy unary response transfers once into the existing decoder, preserves logical-task order and close, and emits only fully accepted SelectResponse bytes.
pkg/executor/distsql.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-exec/src/storage_reader/table_index_reader.rs	The existing lack_handles leaf remains executable after ownership consolidation, and the IndexReader post-lowering lifecycle now consumes already-built requests through the canonical injected query runtime: Open transfers every response once, ordered Next forwards its remaining caller row budget through serial/select/query response owners, and explicit or RAII Close releases every opened response exactly once. Physical-plan/DAG/range construction, KV handle encoding, lookup workers, consistency reporting, sorted merging, response-close errors, and concrete storage remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/executor/table_reader.go	PARTIAL	distsql-direct-unary-client-runtime	rust/crates/tidb-exec/tests/direct_unary_table_index_reader_source.rs	The TableReader post-lowering lifecycle now owns ordered already-built requests, one-way raw-response-to-decoder transfer, remaining-budget row pulls, partial-open cleanup, idempotent explicit and RAII close, and structural Table/Index dummy-reader identity with zero transport sends. DAG/range construction, correlated columns, signed/unsigned range splitting, partitions, TiFlash batch/MPP, virtual columns, memory/index-usage accounting, sorted merging, UnionScan materialization, and concrete transport remain open. Both Table and Index reader identities now open the lazy direct-unary response, preserve remaining-row budgets at the decoder boundary, and stop unsent attempts on close; physical lowering and live TiKV remain external.
